year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,,,,,
2153,58.0445435346542,5.35673373959556,2.55220977355242,1.2048648328764,1.08460841711006,1.07581548378178,0.961843722717981,0.849589284410641,0.845382375773766,0.841766349268263,0.838305735957786,0.834937719112744,0.935227713255293,1.2416279141227,1.54640881043261,1.84842584500131,2.14826775148413,2.54406022215937,2.92945978450414,3.08883181857612,3.23007950848427,3.47377863789843,3.71363421198562,3.93705376733558,4.25857638099697,4.5426248158546,4.87142942542766,5.42265547809357,6.14871805432513,6.86572414488653,7.62025686340567,8.50042690258742,9.45562348562257,10.4839490860054,11.5900924997755,12.7343085216318,13.8697330112827,15.1725249358526,16.5673408204732,18.0057454768746,19.6088972245388,21.4745533964369,23.4689270549968,25.4681477511972,27.7472609097739,30.2484914124963,32.7533461493766,35.2767012377589,38.0245676534223,40.9842337876355,44.1218883255334,47.4764234765096,51.0502940005326,55.0992608918165,59.861249004802,65.282595628849,71.5090166774535,78.7710678365621,86.7936678753279,95.430542835661,104.972966509473,115.245401799536,126.041353425171,137.622731405747,150.20318010874,163.992672540625,179.079543353214,195.844511247854,214.77587316528,236.346483031258,261.225326595662,289.997991476968,323.288722546961,361.680464801307,405.571481759659,455.184654263809,511.087227404974,574.037775242213,645.666941848914,728.532414174749,825.33235925278,939.272518386831,1073.53991090924,1230.75102764844,1412.82829844367,1621.86124764498,1860.58051441719,2131.53760996751,2436.63701613632,2778.87576749132,3203.53624731879,3846.13218421848,4648.40178722866,5597.27648925533,6711.04691819561,8023.32699709335,9582.69314748061,11429.3630829898,13597.3953393991,16112.1387157501,18982.2820613482,22221.8425396687,25851.1428073262,29873.0632014097,34275.6921654852,39030.3917603184,44088.0614000597,49364.17842158,54786.549572145,60236.7788114613,65279.9431611251,68484.5420713439,71946.8778077111,72500.0000000154,85416.6666666489,100000,99999.9999999802,100000,99999.9999999812,100000,99999.9999999817,100000,99999.9999999822,100000,99999.9999999827,100000
2154,57.3483126427298,5.29245564647678,2.52158367304021,1.19040659844424,1.07159323824617,1.06290581406397,0.950301696325595,0.839394290321008,0.835237856644413,0.831665218223741,0.828246133499319,0.824918539002083,0.924005074853208,1.22672852841676,1.52785212920478,1.82624505613842,2.1224889779318,2.51353210020064,2.89430704805962,3.05176674408307,3.19131957246132,3.43209444480963,3.66907188001817,3.88981053119971,4.20747506432493,4.4881151466966,4.81297441883205,5.35758627033733,6.0749368232253,6.78333971831228,7.52881912735727,8.39842841716265,9.34216418725762,10.3581516724166,11.4510235398977,12.5815114708732,13.7033135928894,14.9904752722781,16.368557191412,17.7897053943538,19.3736246830261,21.2168996685751,23.1873490176084,25.1625883847202,27.4143633905697,29.8855921996735,32.3604031902631,34.8534940381375,37.5684046523444,40.4925759769051,43.5926030777375,46.9069118732721,50.4379275118567,54.4383456866052,59.143238931531,64.4995912078108,70.6513721319936,77.8263797117749,85.7528298004361,94.2862079052568,103.714295238186,113.863669395055,124.530306539726,135.97298563593,148.402796906353,162.027206534979,176.933504616383,193.497865028586,212.202756565776,233.515401357462,258.096822373729,286.52565152934,319.418743957163,357.352175171509,400.719559881663,449.741256317978,504.97789799929,567.17922642801,637.956740119537,719.838111667492,815.490020898269,928.081092641432,1060.76169748999,1216.11910170803,1396.05500168622,1602.63706121993,1838.56696992272,2106.37065369549,2407.93539468473,2746.2291289078,3166.01284475655,3803.53325251387,4599.89340606466,5542.46399678901,6649.65364273696,7955.10946112993,9507.43532203189,11347.0337679878,13508.2895511076,16016.9992428749,18882.3924461171,22118.9793878912,25747.5521394753,29771.45796706,34179.1891614587,38942.3976432125,44012.0837694915,49303.5977595481,54744.2796141977,60215.0279890624,65279.9431611246,68484.5420713443,71946.8778077106,72500.0000000158,85416.6666666483,100000,99999.9999999796,100000,99999.9999999807,100000,99999.9999999812,100000,99999.9999999817,100000,99999.9999999822,100000
2155,56.6604328795309,5.22894885793571,2.49132508073297,1.17612186110254,1.05873424006296,1.05015105898972,0.938898173070565,0.829321635232578,0.825215070912059,0.821685299969999,0.818307245473881,0.815019588182532,0.912917106982073,1.21200793354815,1.50951812545775,1.80433043288661,2.0970195443886,2.48337030849708,2.85957613508101,3.01514643959624,3.15302474345401,3.39091044823149,3.62504428069186,3.84313419698911,4.15698694425474,4.43425957162564,4.75522084655841,5.2932978611797,6.00204092627391,6.7019438537016,7.43847857998946,8.29765383391929,9.23006630227859,10.233863708095,11.3136232617497,12.4305478089225,13.5388909990056,14.8106099570667,16.1721586724062,17.5762574465111,19.1411750013692,20.9623372945708,22.9091493277242,24.8606950298965,27.0854598064301,29.5270467854211,31.9721743806113,34.4353639666921,37.1177140260071,40.0068162245379,43.0696671246832,46.344231944421,49.8329065776736,53.7853581541324,58.4338410819253,63.7259782013979,69.8040137602294,76.8930210722623,84.7244735565888,93.1555950222604,102.470715979842,112.498503243176,123.037374841304,134.343016112938,146.623993671002,160.085296805106,174.813183402469,191.179336771078,209.660467120817,230.718231859303,255.005785953232,283.094888230745,315.595091555818,353.075682895848,395.925682385408,444.362954110588,498.941597039214,560.402622903587,630.338609405191,711.247566926694,805.765055409609,917.023012658592,1048.13558157222,1201.66112911149,1379.4808398728,1583.64074221833,1816.81387969908,2081.50084239762,2379.571855216,2713.96602780489,3128.92895828876,3761.40613740201,4551.89123394859,5488.18826703866,6588.82199861802,7887.47193794857,9432.76853505263,11265.2974970654,13419.7676865242,15922.4215526071,18783.0284755476,22016.5923815087,25644.376580022,29670.1983157386,34082.9578610566,38854.6019090667,43936.2370723363,49243.0914432611,54702.0422691702,60193.2850206404,65279.9431611241,68484.5420713448,71946.8778077102,72500.0000000163,85416.6666666478,100000,99999.9999999791,100000,99999.9999999801,100000,99999.9999999806,100000,99999.9999999811,100000,99999.9999999817,100000
2156,55.9808040751975,5.1662041187079,2.46142958659225,1.16200853890688,1.04602954840986,1.03754935960005,0.927631490929394,0.819369851088471,0.81531255778593,0.811825139962926,0.808487623317836,0.805239423913039,0.901962193609076,1.1974639840483,1.49140412709407,1.78267878130482,2.0718557388377,2.45357045117211,2.82526198379917,2.97896556800622,3.11518944032477,3.35022064597155,3.58154499739909,3.79701796208357,4.10710466265758,4.38105024177598,4.69816029170396,5.22978088142021,5.93001973994865,6.62152468892476,7.34922205580784,8.19808846698682,9.11931349490309,10.1110670810857,11.1778716429001,12.2813955372234,13.3764412702392,14.6329027810089,15.9781166456567,17.3653705318856,18.9115143101766,20.7108291840674,22.6342874522401,24.5624237029934,26.7605022401542,29.1728029360573,31.5886031646168,34.022250114179,36.6724301248835,39.5268837758511,42.5530043003638,45.7883017394312,49.2351430854367,53.1402032020252,57.7329521560465,62.9616439682684,68.9668181947708,75.970856045419,83.7084494604586,92.0385396416771,101.242047774678,111.149704723152,121.56234115597,132.732585769979,144.866511738322,158.166661027057,172.718271519929,188.888589560561,207.148635506504,227.95456831902,251.95176860978,279.705203756152,311.817210787987,348.850368106863,391.189154875901,439.048969183919,492.977451572328,553.706985594405,622.811450244136,702.759541707643,796.156063079825,906.096689624446,1035.6597527581,1187.37504179436,1363.10344884525,1564.86958969038,1795.31816216952,2056.92466769828,2351.54241539669,2682.08195832823,3092.27943981092,3719.74561314392,4504.38998833766,5434.44404364389,6528.54684798356,7820.40949604855,9358.68814481329,11184.1499983384,13331.8259191085,15828.4023277148,18684.1873835633,21914.6793164819,25541.6144655444,29569.2830720374,33986.9974992989,38767.0041106258,43860.5210829544,49182.6593814803,54659.8375119003,60171.5499033595,65279.9431611237,68484.5420713453,71946.8778077097,72500.0000000167,85416.6666666473,100000,99999.9999999785,100000,99999.9999999795,100000,99999.9999999801,100000,99999.9999999806,100000,99999.9999999812,100000
2157,55.3093272613839,5.10421228458735,2.43189283349935,1.14806457489593,1.03347731162587,1.02509887924325,0.9165000078227,0.809537487448356,0.805528874004622,0.802083301112833,0.798785835850192,0.795576620765323,0.891138738093635,1.18309456019405,1.47350749408109,1.76128694577871,2.04699389380572,2.42412818509865,2.79135959318485,2.94321885624731,3.07780814890788,3.31001910786168,3.53856769052936,3.75145510549189,4.05782094969936,4.32847940246512,4.64178443836504,5.16702607428421,5.85886276820363,6.54207050419021,7.26103654729472,8.0997178067137,9.00988962536398,9.98974389675989,11.0437489011656,12.1340329211771,13.2159407346806,14.4573278493701,15.7864028367355,17.1570139221839,18.6846091464308,20.4623386917217,22.3627233443646,24.2677309479825,26.4394433494272,28.8228090445618,31.2096336649768,33.6140923020696,36.2324880870131,39.052708724954,42.0425393524584,45.2390402908293,48.6445499795406,52.5027868785433,57.0404700929944,62.2064772181093,68.1396635478363,75.0597503881372,82.7046096237351,90.9348791916182,100.028111832716,109.817077595593,120.104990913375,131.141460382086,143.130095544382,156.271020260557,170.648464470504,186.625290519239,204.666896823611,225.224009384743,248.93432699303,276.35610624132,308.084553737122,344.675618355152,386.509291265318,433.798532389559,487.084599081136,547.091347123814,615.374176303802,694.372812542834,786.661660893872,895.300553655835,1023.33242219871,1173.25879627863,1346.92049251308,1546.32093470106,1774.07677221708,2032.63866264506,2323.84313980204,2650.57246755889,3056.05920151891,3678.5465118798,4457.38444181499,5381.22612171835,6468.82309997991,7753.91724585875,9285.18954603821,11103.5870306948,13244.4604473961,15734.9382705537,18585.8664186436,21813.2379989736,25439.2641392863,29468.7110645458,33891.3073133594,38679.6038016435,43784.9355760951,49122.3014830793,54617.6653172453,60149.8226343846,65279.9431611232,68484.5420713457,71946.8778077092,72500.0000000172,85416.6666666468,100000,99999.9999999779,100000,99999.999999979,100000,99999.9999999795,100000,99999.9999999801,100000,99999.9999999807,100000
2158,54.6459046568468,5.04296432109392,2.40271051662028,1.13428793679165,1.02107570026974,1.01279780330724,0.905502101375882,0.799823111277054,0.79586259362575,0.792458363574992,0.78920046906402,0.786029770416114,0.880445162954694,1.1688975676986,1.45582561806615,1.74015180856077,2.02243038582821,2.39503921926613,2.7578640222198,2.90790109452908,3.0408754212059,3.27029997489379,3.4961060965453,3.70643898687235,4.00912862278129,4.27653939206362,4.58608507042516,5.10502429407381,5.78855964093974,6.46356972033663,7.1739092030135,8.00252751755289,8.90177874755738,9.86987647520741,10.9112354917285,11.9884384869748,13.0573660044535,14.2838595781172,15.5969893104664,16.9511572578032,18.4604264486118,20.216829611865,22.0944174377841,23.9765738302078,26.1222363599235,28.4770141230573,30.8352106747506,33.2108310737848,35.7978238285543,38.5842220045655,41.5381979313716,44.696367602401,48.0610412486433,51.8730163588964,56.356294056046,61.4603679954321,67.3224293935076,74.1595714672638,81.7128079315991,89.8444530496413,98.8287315077486,108.500427973917,118.66511211555,129.569408532053,141.414492588522,154.398098908453,168.603461404955,184.389110757925,202.214890544579,222.526158512202,245.953023062316,273.047109711429,304.396579045592,340.550828520595,381.885413673624,428.610883777079,481.262187358324,540.554751673291,608.025714224011,686.086170565618,777.28048232958,884.633053574749,1011.15182233763,1159.31037338039,1330.92966252016,1527.9921399507,1753.08670075326,2008.6394012197,2296.4701393634,2619.43315489147,3020.26321520266,3637.80372298795,4410.86942151444,5328.52934734559,6409.64571032502,7687.99033938113,9212.26816961933,11023.6043835723,13157.667494834,15642.0261029517,18488.0628437471,21712.2662453019,25337.3239511305,29368.4811258379,33795.8865425598,38592.4005368792,43709.4803268959,49062.0176570434,54575.5256600818,60128.1032108819,65279.9431611227,68484.5420713462,71946.8778077088,72500.0000000176,85416.6666666462,100000,99999.9999999773,100000,99999.9999999784,100000,99999.999999979,100000,99999.9999999796,100000,99999.9999999801,100000
2159,53.9904396532063,4.98245130215666,2.37387838277835,1.12067661670312,1.0088229068533,1.00064433895509,0.89463616868267,0.790225306735677,0.78631230781812,0.782948924542704,0.779730125920358,0.776597481441902,0.869879909640811,1.1548709374064,1.43835592199645,1.71927028931593,1.99816163492153,2.36629931415506,2.72477038917669,2.87300713557704,3.00438587459563,3.23105745836596,3.45415402706984,3.66196304556497,3.96102058549307,4.2252226408785,4.53105407035761,5.043766504835,5.71910011249334,6.38601089714546,7.08782732573579,7.90650343597271,8.79496510671883,9.75144734866009,10.7803121042882,11.8445910184688,12.9006939723067,14.1124726901908,15.4098484668536,16.7477705434068,18.2389335518803,19.9742661732275,21.8293306408977,23.6889099301308,25.808835058492,28.1353677953819,30.4652796493169,32.8124076860336,35.3683740344493,38.1213553759542,41.0399065794038,44.1602046375405,47.4845319131391,51.2507999317273,55.6803244179715,60.7232076635627,66.5149967501965,73.2701882402928,80.7329000214542,88.7671025193733,97.6437322716332,107.199564296141,117.242495306063,128.016201576777,139.719453396634,152.547624676649,166.582965079336,182.179725328242,199.792260461139,219.860623907142,243.007424023068,269.777734010562,300.752751836175,336.475400724641,377.316852330377,423.485272484039,475.50937438352,534.096254844339,600.765003462065,677.898421335956,768.011177160968,874.092656685451,999.116206657401,1145.52777792104,1315.1286779155,1509.88059939993,1732.34497429173,1984.92349785476,2269.41957082225,2588.65967141954,2984.88651154812,3597.51219245081,4364.83980855127,5276.34861707997,6351.00968088237,7622.62396983728,9139.91948233215,10944.1978767388,13071.4433096176,15549.6625660936,18390.7739362352,21611.7618818929,25235.792257572,29268.5920924579,33700.7344283633,38505.3938720962,43634.1551108819,49001.8078124694,54533.418515306,60106.3916300183,65279.9431611223,68484.5420713467,71946.8778077083,72500.0000000181,85416.6666666457,100000,99999.9999999767,100000,99999.9999999779,100000,99999.9999999785,100000,99999.9999999791,100000,99999.9999999796,100000
2160,53.342836800878,4.92266440881295,2.34539222983429,1.10722863083382,0.996717145578029,0.988636714863733,0.883900626071507,0.780742674975276,0.776876624656396,0.773553598042841,0.770373426144603,0.767278379116137,0.859441438303005,1.14101262499148,1.42109585974345,1.69863934467258,1.97418410406113,2.33790428111922,2.69207387090762,2.83853189388249,2.96833419104365,3.19228583903877,3.4127053679843,3.61802079963533,3.91348982657866,4.17452167005006,4.47668341804244,4.9832437790408,5.65047406014311,6.30938273167364,7.00277837059104,7.81163156839281,8.68943313712743,9.63443925894641,10.6509596602477,11.7024695540807,12.7459018082474,13.9431422118218,15.2249530370608,16.5468241435544,18.0200981833181,19.7346130337266,21.5674243311222,23.4046973371501,25.4991937864234,27.7978202897497,30.0997866984281,32.4187641002559,34.9440761492018,37.6640414189985,40.5475927200527,43.6304733077392,46.9149380127835,50.6360469857554,55.012462746527,59.9948888888236,65.7172480633225,72.391471236289,79.7647432619143,87.7026708074148,96.4729416888939,105.914297297012,115.83693353955,126.481613614004,138.044731484889,150.719328534516,164.586681811787,179.996813175407,197.398654632568,217.227018468424,240.097102263977,266.547504732026,297.15254363448,332.448744243655,372.802945477718,418.420956627307,469.825328201521,527.714923522045,593.590996139686,669.808384668249,758.852411263908,863.677848554266,987.223849429169,1131.90903844191,1299.51528482789,1491.98373789925,1711.8486545271,1961.48760695599,2242.68763619053,2558.24771932826,2949.92417944741,3557.66692222804,4319.29053745883,5224.67887745239,6292.91005923886,7557.81337131795,9068.13898655393,10865.3633600736,12985.7841645285,15457.8444204069,18293.9969877969,21511.7227452341,25134.6674216918,29169.0428049078,33605.850214369,38418.5833640595,43558.9597039647,48941.6718585661,54491.3438578332,60084.6878889621,65279.9431611218,68484.5420713471,71946.8778077078,72500.0000000185,85416.6666666452,100000,99999.9999999761,100000,99999.9999999773,100000,99999.9999999779,100000,99999.9999999785,100000,99999.9999999791,100000
2161,52.7030017951728,4.86359492792326,2.31724790607383,1.0939420191926,0.984756652074789,0.976773180965769,0.873293908874732,0.771373833932961,0.767554168918233,0.764271014733845,0.761129006025339,0.758071105208868,0.849128227570326,1.12732061065955,1.40404291573179,1.67825596777906,1.95049429866604,2.30984998177514,2.65976970214115,2.80447034496134,2.93271511633128,3.15397946630178,3.37175407853733,3.57460584492992,3.86652941891444,4.1244290904619,4.42296518959758,4.92344729629018,5.58267148263482,6.23367405660642,6.91874994323835,7.71789808914486,8.58516745983744,9.51883515497648,10.523159309933,11.5620533837469,12.5929669562137,13.7758434688924,15.0422760794374,16.3482887783833,17.8038884572254,19.4978352753172,21.3086603492645,23.1238946434957,25.1932674327985,27.4643224315004,29.7386785783593,32.029842974168,34.5248683677641,37.2122135223669,40.0611846474422,43.1070964612124,46.3521765944647,50.0286679965819,54.3526117901213,59.2753056249056,64.9290671881977,71.5232925370401,78.8081967320428,86.6510030005209,95.3161893916311,104.644439980468,114.448222351611,124.965421449468,136.390083323888,148.912944675779,162.614321439849,177.840057091577,195.033725334555,214.624959731811,237.221635294921,263.355953149522,293.595432292303,328.470275423284,368.343039274509,413.417203195677,464.209226801979,521.409835740266,586.502656891787,661.814894461228,749.802866424108,853.387132791985,975.473045465213,1118.4522069222,1284.08725614439,1474.29901082276,1691.59483791867,1938.32842243046,2216.27058221743,2528.19305129413,2915.37136531704,3518.26296963651,4274.21659563118,5173.51512448092,6235.34193828655,7493.55381843553,8996.92221998406,10787.0967133509,12900.6863567733,15366.5684454486,18197.7293043728,21412.1466818277,25033.9478131302,29069.8321076329,33511.2331463054,38331.968570533,43483.8938824424,48881.6097046532,54449.3016625983,60062.9919848823,65279.9431611213,68484.5420713476,71946.8778077074,72500.000000019,85416.6666666447,100000,99999.9999999756,100000,99999.9999999768,100000,99999.9999999774,100000,99999.999999978,100000,99999.9999999786,100000
2162,52.0708414625648,4.80523425090131,2.28944130960259,1.08081484530794,0.972939683146676,0.965052008194428,0.862814471200533,0.762117418130472,0.75834358188384,0.755099821706151,0.751995518215578,0.748974317788787,0.838938774328125,1.1137928988536,1.38719460457264,1.6581171878654,1.92708876608953,2.28213232739896,2.62785317478786,2.77081752462181,2.89752345928879,3.11613275735001,3.3312941904645,3.53171185414275,3.82013251849968,4.07493760166404,4.36989155622406,4.86436834202258,5.51568249872378,6.15887383862989,6.83572979806021,7.62528933845778,8.48215288043717,9.40461819025727,10.3968924298465,11.4233220459008,12.4418671307885,13.6105520833405,14.8617909755929,16.1521355193421,17.5902728704754,19.2638983989045,21.0530009939621,22.8464609381955,24.8910114279159,27.1348256359351,29.3819026841526,31.6455876534097,34.1106896265355,36.765805873815,39.5806115158782,42.5899978716633,45.7961657001231,49.4285745136525,53.7006754636547,58.564353097427,64.1503393731176,70.6655257584354,77.8631212008405,85.6119460430559,94.1733070547303,103.389807592433,113.07615972907,123.467404564439,134.755268303255,147.128210479875,160.66559727829,175.709143669754,192.697129008694,212.05406981442,234.380605685634,260.20261614912,290.080901911897,324.539417593868,363.936487701629,408.473287943775,458.660258000527,515.180080548422,579.498962717045,653.916798529872,740.861240147381,843.219030838866,963.862109874453,1105.15535850044,1268.84239119266,1456.82390370649,1671.58065527912,1915.44267722005,2190.16469986242,2498.49146989185,2881.22327242414,3479.29544673718,4229.61302277135,5122.85240318613,6178.30045580813,7429.84062597956,8926.26475536668,10709.3938460238,12816.1462078236,15275.8314397913,18101.9682060803,21313.0315481441,24933.631808061,28970.958849009,33416.8824720248,38245.5490502779,43408.9574229985,48821.6212601621,54407.2919045553,60041.3039149492,65279.9431611209,68484.5420713481,71946.8778077069,72500.0000000194,85416.6666666442,100000,99999.999999975,100000,99999.9999999762,100000,99999.9999999769,100000,99999.9999999775,100000,99999.9999999781,100000
2163,51.4462637471231,4.74757387245952,2.26196838774825,1.06784519594577,0.961264516514952,0.953471488231551,0.852460785707647,0.752972078475163,0.749243521137954,0.746038682285005,0.742971631536388,0.739986691027644,0.828871593498976,1.10042751796307,1.37054847070147,1.63822006981036,1.90396409511593,2.25474727833057,2.59631963725413,2.73756852824101,2.86275409103886,3.07874019637028,3.29131980711851,3.48933257589326,3.77429236345911,4.02603999080898,4.31745478306506,4.80599830624793,5.4494973457348,6.08497117682304,6.75370583637792,7.53379182046706,8.38037438683473,9.29177172043761,10.2721406199529,11.286255324491,12.2925803139515,13.4472439696079,14.6834714265179,15.9583357849758,17.3792202979238,19.0327683193168,20.8004090161899,22.5723558011155,24.5923817367986,26.8092819012384,29.0294070419535,31.2659421632912,33.7014795944662,36.3247534505997,39.1058033295302,42.0791022271804,45.2468243548155,48.8356791473765,53.0565588345267,57.861927788678,63.380951242654,69.8180460320675,76.9293791069799,84.5853487147178,93.0441283713677,102.150217593935,111.720546080585,121.987345083641,133.140048696648,145.364866473769,158.740226077431,173.603763258241,190.388526212572,209.513975359848,231.573601005106,257.087036162065,286.608442771151,320.655600986842,359.582652468394,403.58849528723,453.177619321316,509.024757879882,572.578902830258,646.11295843933,732.026245472175,833.172081752197,952.389377820859,1092.01659119904,1253.77851542705,1439.55593189078,1651.80327136805,1892.82714284068,2164.36632377447,2469.13882700806,2847.47516022052,3440.75951972878,4185.47491034559,5072.68580711129,6121.78079406633,7366.66914857514,8856.16220021546,10632.2506970113,12732.1600632567,15185.6302209121,18006.711027139,21214.3752105762,24833.7177891646,28872.4218813287,33322.7974414971,38159.3243630503,43334.1501027015,48761.7064346352,54365.3145586777,60019.6236763338,65279.9431611204,68484.5420713485,71946.8778077064,72500.0000000199,85416.6666666436,100000,99999.9999999744,100000,99999.9999999757,100000,99999.9999999763,100000,99999.999999977,100000,99999.9999999776,100000
2164,50.8291776971062,4.69060538936943,2.23482513646989,1.05503118083058,0.949729450568028,0.942029933258615,0.842231343382745,0.743936482063376,0.740252660374183,0.737086275835645,0.73405603078288,0.731106915007012,0.818925217826231,1.0872225200365,1.35410208802017,1.61856171371364,1.88111691546346,2.22769084338479,2.56516449376423,2.70471851005004,2.82840194424908,3.04179633373735,3.25182510260979,3.44746183381521,3.72900227305738,3.97772913160045,4.26564722807864,4.74832868229179,5.38410637813941,6.01195530106917,6.67266610468845,7.44339220124803,8.27981714707031,9.18027930088275,10.1488857009984,11.1508332460356,12.1450847518713,13.2858953311301,14.5072914487527,15.766861336761,17.1706999878737,18.8044113603396,20.5508476138331,22.3015392970705,24.2973348527792,26.4876438014857,28.6811403014394,30.8908512006395,33.2971786642702,35.8889920100081,38.6366909322362,41.5743351192694,44.7040725549218,48.2498955564007,52.4201681088131,57.1679274225482,62.6207907811487,68.9807299870548,76.0068345387824,83.5710616085304,91.9284890288101,100.92548963455,110.381184207615,120.525027743567,131.544189627187,143.622656294233,156.837927981978,171.523609915648,188.107581570453,207.004307483948,228.800213761709,254.008761098378,283.17755124966,316.81826265216,355.280902920104,398.762118199099,447.76051788097,502.942978421929,565.741478516471,638.402249340829,723.296610784348,823.244841996387,941.053204284738,1079.03402565233,1238.89348011842,1422.49264016706,1632.25988449035,1870.47862892678,2138.87183177744,2440.13102326207,2814.12234368462,3402.65040834819,4141.79740104309,5023.01047784713,6065.77817939699,7304.03478034416,8786.61019654052,10555.6632344854,12648.7242925983,15095.9616250798,17911.9551157968,21116.175545393,24734.2041456026,28774.2200607883,33228.977306804,38073.2940695984,43259.4716990037,48701.8651377258,54323.3695999582,59997.9512662084,65279.9431611199,68484.542071349,71946.877807706,72500.0000000203,85416.6666666431,100000,99999.9999999738,100000,99999.9999999751,100000,99999.9999999758,100000,99999.9999999764,100000,99999.9999999771,100000
2165,50.2194934517178,4.63432049923708,2.20800759977443,1.04237093236995,0.938332804113464,0.930725675710734,0.832124653320509,0.735009311986178,0.731369689201704,0.728241297570826,0.725247416532519,0.722333695527373,0.809098197660176,1.0741759804976,1.33785305954348,1.59913925447324,1.85854389729304,2.20095907926977,2.5343832036905,2.67226268242782,2.79446201239343,3.00529578521967,3.21280432095744,3.40609352565655,3.68425564672548,3.92999798325491,4.21446134092396,4.69135106555565,5.31950006615018,5.93981557048627,6.59259879292242,7.3540773068727,8.18046650715481,9.07012468427787,10.0271097118608,11.0170360767114,11.9993589517351,13.1264826568689,14.3332253706004,15.5776842749913,16.9646815575948,18.5787942498091,20.3042804263256,22.0339719700059,24.005827791161,26.1698644797335,28.3370517283393,30.5202601257418,32.8977279437423,35.4584580799999,38.1732059974301,41.0756230320157,44.167831256494,47.6711384350358,51.7914106176075,56.4822509496344,61.8697473164052,68.1534557320818,75.0953532144351,82.5689371090995,90.8262266845055,99.7154455261629,109.057879275733,119.080239861173,129.967459033301,141.901326650574,154.958426490343,169.468381366432,185.853963724565,204.524701721263,226.060041344046,250.967344281258,279.78772975569,313.026846376688,351.030615946688,393.993458107535,442.408170273921,496.933863487269,558.985702986835,630.783559809533,714.671079634139,813.435885235565,929.851963826866,1066.20580483769,1224.18516204766,1405.63160242875,1612.94772609928,1848.39398278129,2113.67764436149,2411.4640074333,2781.16019267108,3364.96338527742,4098.57568824153,4973.82160456138,6010.28788180585,7241.93295456955,8717.60442057752,10479.6274556606,12565.8352891648,15006.822507245,17817.6978342555,21018.4304386941,24635.0892729914,28676.3522474745,33135.4213221327,37987.457731661,43184.9219897412,48642.0972791983,54281.4570034089,59976.2866817462,65279.9431611195,68484.5420713495,71946.8778077055,72500.0000000208,85416.6666666426,100000,99999.9999999732,100000,99999.9999999746,100000,99999.9999999752,100000,99999.9999999759,100000,99999.9999999766,100000
2166,49.6171222280212,4.57871099929305,2.18151186914008,1.02986260538235,0.927072916132941,0.919557068033625,0.822139242506328,0.726189267137422,0.722593312954275,0.719502458360646,0.71654450495574,0.71366575391949,0.799389100746749,1.06128599786476,1.32179901704958,1.57994986136788,1.83624175072295,2.17454809001218,2.50397128089163,2.64019631520331,2.76092934902262,2.96923323119469,3.17425177525036,3.36522162239008,3.64004596309876,3.88283958947535,4.16388966186098,4.63505715229206,5.25566899433187,5.86854147187633,6.51349223272298,7.26583412148993,8.08230798893431,8.9612918182605,9.90679490693265,10.8848443194783,11.855381678617,12.968982717887,14.1612478283868,15.3907770347122,16.7611349888967,18.3558841147636,20.0606715293518,21.7696148372493,23.7178180829558,25.8558976411939,27.9970911970426,30.154114954387,32.5030692471795,35.0330889499627,37.7152810181898,40.5828933313777,43.6380223637443,47.0993235008336,51.1701948035276,55.8047985325278,61.1277115035756,67.336102837655,74.1948024624459,81.5788293711293,89.7371809424588,98.5199092170398,107.750438786285,117.652771302941,128.409627634984,140.20062728781,153.101448414457,167.437778956973,183.627345286956,202.074797972092,223.352685962499,247.96234438226,276.438486654006,309.280802603589,346.83117589245,389.281824794672,437.11980245911,490.996544887078,552.310601236195,623.255791684348,706.148410555332,803.743802128639,918.784050355421,1053.5300938099,1209.6514632028,1388.97042132631,1593.8640604043,1826.57008893087,2088.78022418056,2383.13377589549,2748.58413126799,3327.69377555727,4055.80501547805,4925.11442353287,5955.30521456908,7180.35914336231,8649.14058251887,10404.1393865848,12483.489469908,14918.2097409289,17723.9365585977,20921.1377863643,24536.3715733766,28578.8173053511,33042.1287437705,37901.814911965,43110.500753133,48582.4027689275,54239.5767440611,59954.6299201215,65279.943161119,68484.5420713499,71946.877807705,72500.0000000212,85416.6666666421,100000,99999.9999999726,100000,99999.999999974,100000,99999.9999999747,100000,99999.9999999754,100000,99999.9999999761,100000
